index,ra,dec,class,cat
4032,277.52208333,-2.007222222,D,Dunham
4033,277.5225,-3.184722222,E,Dunham
4034,277.52291666,-2.018611111,F,Dunham
4035,277.52416666,-2.028888888,P,Dunham
4036,277.52458333,-1.808333333,D,Dunham
4037,277.525,-1.171944444,D,Dunham
4038,277.52583333,-2.038611111,D,Dunham
4039,277.52583333,-2.051111111,P,Dunham
4040,277.5275,-3.636111111,E,Dunham
4041,277.52791666,-2.060277777,F,Dunham
4042,277.52875,-1.941944444,D,Dunham
4043,277.53,-1.988611111,D,Dunham
4044,277.53,-3.988611111,E,Dunham
4045,277.535,-2.051666666,E,Dunham
4046,277.53625,-2.102777777,F,Dunham
4047,277.53666666,-3.445,E,Dunham
4048,277.53708333,-3.775833333,E,Dunham
4049,277.53708333,-1.338611111,E,Dunham
4050,277.53875,-2.123055555,D,Dunham
4051,277.54125,-2.746111111,E,Dunham
4052,277.545,-2.065,F,Dunham
4053,277.54541666,-1.849444444,E,Dunham
4054,277.54708333,-2.115555555,P,Dunham
4055,277.54875,-3.299722222,E,Dunham
4056,277.54958333,-1.784444444,E,Dunham
4057,277.55041666,-3.712777777,D,Dunham
4058,277.55083333,-2.507222222,E,Dunham
4059,277.55416666,-1.426666666,D,Dunham
4060,277.55458333,-2.186666666,E,Dunham
4061,277.55458333,-2.052222222,D,Dunham
4062,277.555,-2.096111111,D,Dunham
4063,277.55625,-1.473611111,E,Dunham
4064,277.55666666,-2.803333333,E,Dunham
4065,277.55958333,-1.8325,D,Dunham
4066,277.5625,-2.060833333,E,Dunham
4067,277.56416666,-1.849166666,E,Dunham
4068,277.565,-2.121944444,P,Dunham
4069,277.565,-1.843055555,F,Dunham
4070,277.56583333,-2.128611111,D,Dunham
4071,277.5675,-1.881111111,P,Dunham
4072,277.56833333,-2.331388888,E,Dunham
4073,277.56833333,-2.496111111,E,Dunham
4074,277.56916666,-2.493333333,F,Dunham
4075,277.57041666,-1.328888888,E,Dunham
4076,277.57083333,-2.166111111,P,Dunham
4077,277.5725,-2.166111111,P,Dunham
4078,277.57375,-2.203055555,E,Dunham
4079,277.57416666,-1.902222222,D,Dunham
4080,277.575,-1.588611111,E,Dunham
4081,277.57625,-2.1975,D,Dunham
4082,277.58,-3.155555555,E,Dunham
4083,277.5875,-2.223055555,D,Dunham
4084,277.58833333,-2.186666666,F,Dunham
4085,277.59083333,-1.866666666,F,Dunham
4086,277.59125,-2.153333333,D,Dunham
4087,277.59208333,-2.9825,E,Dunham
4088,277.5925,-1.9525,E,Dunham
4089,277.5925,-2.173888888,D,Dunham
4090,277.5925,-1.803611111,E,Dunham
4091,277.59291666,-2.590555555,E,Dunham
4092,277.59291666,-2.555555555,E,Dunham
4093,277.59416666,-3.706666666,E,Dunham
4094,277.59625,-2.118888888,E,Dunham
4095,277.59916666,-2.211388888,D,Dunham
4096,277.60041666,-2.256388888,D,Dunham
4097,277.60041666,-3.258333333,E,Dunham
4098,277.60041666,-2.174722222,F,Dunham
4099,277.60041666,-2.276388888,D,Dunham
4100,277.60166666,-2.170277777,D,Dunham
4101,277.60208333,-1.902777777,F,Dunham
4102,277.60291666,-1.655555555,E,Dunham
4103,277.605,-2.181111111,D,Dunham
4104,277.60625,-2.502777777,D,Dunham
4105,277.60708333,-2.1875,P,Dunham
4106,277.6075,-2.178333333,P,Dunham
4107,277.60791666,-2.195,P,Dunham
4108,277.61166666,-1.890833333,F,Dunham
4109,277.61166666,-2.022222222,E,Dunham
4110,277.6125,-2.168333333,D,Dunham
4111,277.61291666,-2.182222222,P,Dunham
4112,277.61291666,-2.186944444,D,Dunham
4113,277.61333333,-2.183333333,P,Dunham
4114,277.61458333,-1.910833333,P,Dunham
4115,277.61625,-2.176944444,D,Dunham
4116,277.61666666,-2.233333333,D,Dunham
4117,277.6175,-2.185833333,D,Dunham
4118,277.61875,-2.190277777,E,Dunham
4119,277.62083333,-2.122222222,D,Dunham
4120,277.62166666,-1.945,F,Dunham
4121,277.62291666,-2.1875,D,Dunham
4122,277.62333333,-2.770833333,E,Dunham
4123,277.62791666,-1.492777777,E,Dunham
4124,277.62833333,-2.239166666,D,Dunham
4125,277.62958333,-2.175555555,D,Dunham
4126,277.63083333,-1.935833333,D,Dunham
4127,277.63125,-2.268333333,D,Dunham
4128,277.63125,-2.193333333,D,Dunham
4129,277.63208333,-1.936944444,F,Dunham
4130,277.63291666,-2.018055555,E,Dunham
4131,277.635,-3.833611111,F,Dunham
4132,277.63666666,-2.014166666,E,Dunham
4133,277.63708333,-1.881111111,E,Dunham
4134,277.63791666,-3.664722222,E,Dunham
4135,277.63791666,-2.118055555,D,Dunham
4136,277.63791666,-2.349444444,E,Dunham
4137,277.63833333,-1.882222222,E,Dunham
4138,277.63833333,-2.190277777,D,Dunham
4139,277.6425,-3.311944444,E,Dunham
4140,277.64333333,-2.452222222,D,Dunham
4141,277.64541666,-3.853055555,E,Dunham
4142,277.64583333,-2.148888888,D,Dunham
4143,277.64708333,-3.133055555,E,Dunham
4144,277.64791666,-2.509722222,D,Dunham
4145,277.64958333,-2.113611111,D,Dunham
4146,277.64958333,-1.874722222,E,Dunham
4147,277.65125,-3.100277777,F,Dunham
4148,277.65541666,-2.0675,E,Dunham
4149,277.65625,-2.148055555,P,Dunham
4150,277.65666666,-2.144444444,P,Dunham
4151,277.65666666,-2.238611111,D,Dunham
4152,277.65791666,-2.693611111,E,Dunham
4153,277.65958333,-2.145277777,P,Dunham
4154,277.66,-2.137777777,E,Dunham
4155,277.66041666,-1.951388888,E,Dunham
4156,277.66125,-2.611944444,E,Dunham
4157,277.66166666,-1.623333333,E,Dunham
4158,277.6675,-2.93,E,Dunham
4159,277.66833333,-2.9675,E,Dunham
4160,277.67083333,-3.667222222,E,Dunham
4161,277.67166666,-2.338611111,D,Dunham
4162,277.67166666,-2.709166666,E,Dunham
4163,277.67208333,-2.279444444,E,Dunham
4164,277.67458333,-2.064444444,D,Dunham
4165,277.67791666,-3.1775,E,Dunham
4166,277.67916666,-2.106944444,D,Dunham
4167,277.68125,-2.276944444,E,Dunham
4168,277.6825,-2.238055555,D,Dunham
4169,277.68458333,-2.155,D,Dunham
4170,277.68833333,-2.125833333,D,Dunham
4171,277.68833333,-2.988888888,E,Dunham
4172,277.69125,-2.085833333,E,Dunham
4173,277.69291666,-2.365,E,Dunham
4174,277.69416666,-2.175833333,E,Dunham
4175,277.69541666,-1.9475,P,Dunham
4176,277.69541666,-1.945833333,P,Dunham
4177,277.69541666,-2.436944444,D,Dunham
4178,277.69583333,-1.160833333,E,Dunham
4179,277.7,-1.748333333,E,Dunham
4180,277.70041666,-3.451111111,E,Dunham
4181,277.70083333,-2.163333333,E,Dunham
4182,277.70125,-2.494722222,E,Dunham
4183,277.70166666,-2.979166666,E,Dunham
4184,277.70208333,-2.403611111,E,Dunham
4185,277.70291666,-1.933611111,P,Dunham
4186,277.70333333,-2.120277777,D,Dunham
4187,277.70375,-2.278333333,E,Dunham
4188,277.705,-1.442777777,E,Dunham
4189,277.70541666,-2.45,E,Dunham
4190,277.70583333,-1.678888888,E,Dunham
4191,277.70625,-2.188055555,D,Dunham
4192,277.70666666,-1.156666666,E,Dunham
4193,277.70791666,-1.551111111,E,Dunham
4194,277.70916666,-1.8975,E,Dunham
4195,277.71,-2.734722222,E,Dunham
4196,277.71041666,-3.295555555,E,Dunham
4197,277.71125,-2.785555555,D,Dunham
4198,277.71541666,-3.355277777,E,Dunham
4199,277.71666666,-2.119722222,E,Dunham
4200,277.71708333,-3.720277777,E,Dunham
4201,277.72,-3.370277777,E,Dunham
4202,277.72291666,-2.156111111,E,Dunham
4203,277.72583333,-3.923888888,E,Dunham
4204,277.72583333,-2.954444444,E,Dunham
4205,277.72625,-2.952777777,E,Dunham
4206,277.72875,-2.066944444,D,Dunham
4207,277.73083333,-2.0575,D,Dunham
4208,277.7325,-3.231666666,E,Dunham
4209,277.73791666,-2.095277777,E,Dunham
4210,277.73958333,-2.154722222,E,Dunham
4211,277.74,-2.238888888,E,Dunham
4212,277.74208333,-2.133888888,D,Dunham
4213,277.74333333,-2.103333333,E,Dunham
4214,277.74333333,-2.175555555,D,Dunham
4215,277.74333333,-2.206666666,D,Dunham
4216,277.74833333,-3.228333333,E,Dunham
4217,277.74875,-3.281111111,E,Dunham
4218,277.75,-1.170277777,E,Dunham
4219,277.75041666,-2.450555555,E,Dunham
4220,277.75083333,-2.060555555,D,Dunham
4221,277.75125,-2.126666666,E,Dunham
4222,277.75166666,-2.110555555,E,Dunham
4223,277.7525,-1.850833333,E,Dunham
4224,277.7525,-2.100555555,E,Dunham
4225,277.75416666,-2.148333333,E,Dunham
4226,277.7575,-2.190277777,E,Dunham
4227,277.75791666,-2.118888888,E,Dunham
4228,277.76083333,-3.008333333,E,Dunham
4229,277.76125,-2.166388888,F,Dunham
4230,277.7625,-3.435833333,E,Dunham
4231,277.76708333,-2.130833333,E,Dunham
4232,277.76708333,-2.181388888,E,Dunham
4233,277.7675,-2.154722222,D,Dunham
4234,277.7675,-2.113888888,D,Dunham
4235,277.76916666,-3.213888888,D,Dunham
4236,277.77166666,-2.254444444,E,Dunham
4237,277.77291666,-3.333055555,D,Dunham
4238,277.77541666,-1.546388888,E,Dunham
4239,277.7775,-3.863333333,E,Dunham
4240,277.77916666,-2.264166666,E,Dunham
4241,277.78375,-2.671388888,E,Dunham
4242,277.78375,-3.690555555,E,Dunham
4243,277.78625,-3.515833333,E,Dunham
4244,277.78708333,-2.267222222,D,Dunham
4245,277.78791666,-3.586666666,E,Dunham
4246,277.78958333,-3.041111111,E,Dunham
4247,277.79,-3.8275,E,Dunham
4248,277.795,-3.747222222,E,Dunham
4249,277.79583333,-2.1,P,Dunham
4250,277.79708333,-2.318888888,E,Dunham
4251,277.8,-2.579444444,D,Dunham
4252,277.80041666,-2.165833333,D,Dunham
4253,277.80125,-2.723055555,D,Dunham
4254,277.8075,-3.8175,E,Dunham
4255,277.80833333,-2.248888888,D,Dunham
4256,277.81083333,-2.195555555,D,Dunham
4257,277.81083333,-1.785555555,E,Dunham
4258,277.81125,-3.555833333,E,Dunham
4259,277.8125,-2.018055555,D,Dunham
4260,277.81291666,-3.555,E,Dunham
4261,277.81416666,-3.788055555,E,Dunham
4262,277.81625,-2.283333333,D,Dunham
4263,277.81708333,-1.42,E,Dunham
4264,277.81791666,-3.611944444,E,Dunham
4265,277.81791666,-1.815833333,E,Dunham
4266,277.81958333,-1.809166666,E,Dunham
4267,277.82,-2.193333333,E,Dunham
4268,277.82083333,-2.153055555,E,Dunham
4269,277.82208333,-2.012777777,E,Dunham
4270,277.82291666,-1.408055555,E,Dunham
4271,277.82291666,-2.810277777,E,Dunham
4272,277.82375,-2.146388888,E,Dunham
4273,277.825,-1.946666666,D,Dunham
4274,277.82541666,-2.016111111,E,Dunham
4275,277.8275,-1.694166666,E,Dunham
4276,277.82875,-3.534722222,E,Dunham
4277,277.82958333,-2.129166666,D,Dunham
4278,277.83041666,-2.208055555,E,Dunham
4279,277.83083333,-2.1275,P,Dunham
4280,277.83208333,-3.526388888,E,Dunham
4281,277.83208333,-2.019722222,D,Dunham
4282,277.8325,-2.137777777,E,Dunham
4283,277.83375,-1.945,E,Dunham
4284,277.835,-3.127777777,D,Dunham
4285,277.835,-2.264722222,D,Dunham
4286,277.83791666,-3.651666666,E,Dunham
4287,277.83875,-1.893055555,D,Dunham
4288,277.84,-2.506388888,E,Dunham
4289,277.84125,-1.842777777,E,Dunham
4290,277.84541666,-1.906666666,E,Dunham
4291,277.8475,-3.598055555,E,Dunham
4292,277.85041666,-2.856666666,E,Dunham
4293,277.85208333,-2.235833333,D,Dunham
4294,277.8525,-1.714166666,E,Dunham
4295,277.8525,-1.755555555,D,Dunham
4296,277.85333333,-1.766944444,E,Dunham
4297,277.85375,-1.875277777,E,Dunham
4298,277.85375,-3.0025,E,Dunham
4299,277.85416666,-3.79,E,Dunham
4300,277.855,-2.815277777,E,Dunham
4301,277.85625,-3.580833333,E,Dunham
4302,277.85625,-1.851944444,E,Dunham
4303,277.85791666,-2.262777777,D,Dunham
4304,277.85958333,-2.9275,E,Dunham
4305,277.85958333,-2.021666666,D,Dunham
4306,277.86,-2.176388888,D,Dunham
4307,277.86208333,-3.363055555,E,Dunham
4308,277.8625,-2.200555555,D,Dunham
4309,277.86333333,-1.360277777,E,Dunham
4310,277.86375,-1.701111111,E,Dunham
4311,277.86791666,-1.421111111,D,Dunham
4312,277.86958333,-1.986666666,E,Dunham
4313,277.87041666,-2.165555555,D,Dunham
4314,277.87125,-1.077222222,E,Dunham
4315,277.87125,-2.031666666,D,Dunham
4316,277.8725,-3.785833333,E,Dunham
4317,277.87416666,-2.128888888,D,Dunham
4318,277.875,-2.409722222,D,Dunham
4319,277.875,-1.495833333,E,Dunham
4320,277.87541666,-2.391388888,E,Dunham
4321,277.87625,-2.306944444,D,Dunham
4322,277.87708333,-2.015277777,F,Dunham
4323,277.87791666,-2.463333333,E,Dunham
4324,277.87958333,-1.866388888,E,Dunham
4325,277.87958333,-2.281388888,E,Dunham
4326,277.8825,-3.667777777,E,Dunham
4327,277.88333333,-3.129166666,E,Dunham
4328,277.88458333,-1.685277777,E,Dunham
4329,277.88916666,-1.921666666,E,Dunham
4330,277.89083333,-2.208055555,F,Dunham
4331,277.89291666,-2.1475,D,Dunham
4332,277.89375,-2.253333333,F,Dunham
4333,277.89541666,-1.952222222,E,Dunham
4334,277.89583333,-2.5275,E,Dunham
4335,277.89666666,-1.226111111,E,Dunham
4336,277.89708333,-2.215,D,Dunham
4337,277.89958333,-2.225,P,Dunham
4338,277.90041666,-2.521666666,E,Dunham
4339,277.90041666,-2.246666666,P,Dunham
4340,277.90083333,-1.895277777,D,Dunham
4341,277.90125,-2.355555555,D,Dunham
4342,277.90166666,-2.155833333,D,Dunham
4343,277.90208333,-1.958888888,E,Dunham
4344,277.9025,-1.203055555,D,Dunham
4345,277.90625,-2.084166666,D,Dunham
4346,277.90666666,-2.248611111,D,Dunham
4347,277.90916666,-2.331111111,E,Dunham
4348,277.90916666,-2.371666666,E,Dunham
4349,277.91041666,-1.0825,E,Dunham
4350,277.91041666,-1.840277777,E,Dunham
4351,277.91083333,-1.892777777,E,Dunham
4352,277.91083333,-2.314722222,E,Dunham
4353,277.91125,-2.345555555,D,Dunham
4354,277.91166666,-2.371666666,E,Dunham
4355,277.91166666,-3.263888888,E,Dunham
4356,277.91208333,-2.348611111,E,Dunham
4357,277.91541666,-2.086666666,D,Dunham
4358,277.91541666,-2.949444444,E,Dunham
4359,277.91666666,-2.0925,D,Dunham
4360,277.91833333,-2.137222222,F,Dunham
4361,277.91958333,-2.343055555,D,Dunham
4362,277.91958333,-2.158611111,E,Dunham
4363,277.92,-2.378888888,E,Dunham
4364,277.92125,-1.4675,E,Dunham
4365,277.92166666,-2.158055555,D,Dunham
4366,277.92166666,-2.168611111,D,Dunham
4367,277.9225,-2.312222222,E,Dunham
4368,277.92375,-3.530833333,E,Dunham
4369,277.92416666,-2.133055555,D,Dunham
4370,277.925,-2.278611111,D,Dunham
4371,277.92541666,-2.3525,E,Dunham
4372,277.92666666,-2.001111111,E,Dunham
4373,277.92666666,-1.911111111,D,Dunham
4374,277.92708333,-3.576111111,E,Dunham
4375,277.9275,-2.353611111,D,Dunham
4376,277.9275,-2.128611111,D,Dunham
4377,277.9275,-1.875555555,E,Dunham
4378,277.93083333,-2.428333333,D,Dunham
4379,277.93125,-3.363333333,E,Dunham
4380,277.93333333,-2.473333333,E,Dunham
4381,277.93375,-2.594166666,D,Dunham
4382,277.93375,-2.271666666,D,Dunham
4383,277.93375,-2.678888888,E,Dunham
4384,277.93416666,-2.143611111,E,Dunham
4385,277.93416666,-2.2725,D,Dunham
4386,277.93458333,-2.128611111,D,Dunham
4387,277.935,-2.129166666,D,Dunham
4388,277.94041666,-2.273333333,D,Dunham
4389,277.94083333,-1.499722222,E,Dunham
4390,277.94125,-2.2825,D,Dunham
4391,277.94166666,-1.179722222,D,Dunham
4392,277.94166666,-2.109166666,D,Dunham
4393,277.94208333,-1.896944444,D,Dunham
4394,277.94291666,-2.177777777,D,Dunham
4395,277.94291666,-2.1525,D,Dunham
4396,277.94333333,-2.175555555,D,Dunham
4397,277.94625,-1.971111111,E,Dunham
4398,277.9475,-2.765555555,E,Dunham
4399,277.94958333,-2.198611111,E,Dunham
4400,277.94958333,-2.224444444,E,Dunham
4401,277.95208333,-2.293611111,D,Dunham
4402,277.95583333,-1.239166666,E,Dunham
4403,277.95708333,-2.288333333,E,Dunham
4404,277.95875,-2.169166666,E,Dunham
4405,277.96041666,-2.612777777,E,Dunham
4406,277.96208333,-2.124444444,E,Dunham
4407,277.96333333,-2.178611111,D,Dunham
4408,277.96375,-2.201111111,D,Dunham
4409,277.96541666,-2.673333333,E,Dunham
4410,277.96708333,-2.518055555,D,Dunham
4411,277.96708333,-2.023888888,P,Dunham
4412,277.9675,-2.513888888,E,Dunham
4413,277.96833333,-2.008611111,F,Dunham
4414,277.9725,-2.277222222,E,Dunham
4415,277.97416666,-2.759166666,E,Dunham
4416,277.97875,-1.959166666,E,Dunham
4417,277.97916666,-2.374722222,E,Dunham
4418,277.98,-2.425555555,D,Dunham
4419,277.98208333,-2.681944444,E,Dunham
4420,277.98416666,-2.6975,E,Dunham
4421,277.98416666,-1.981666666,D,Dunham
4422,277.98416666,-2.744166666,E,Dunham
4423,277.98666666,-2.406111111,E,Dunham
4424,277.9875,-2.974444444,E,Dunham
4425,277.98833333,-2.308333333,E,Dunham
4426,277.98875,-2.028055555,D,Dunham
4427,277.99041666,-2.476388888,D,Dunham
4428,277.99208333,-1.837222222,E,Dunham
4429,277.99291666,-2.261111111,E,Dunham
4430,277.99375,-2.108888888,D,Dunham
4431,277.99416666,-2.275555555,E,Dunham
4432,277.995,-2.259722222,E,Dunham
4433,277.99583333,-2.011111111,E,Dunham
4434,277.99583333,-2.403888888,E,Dunham
4435,277.99583333,-2.119722222,D,Dunham
4436,278.0025,-1.6875,E,Dunham
4437,278.00625,-2.637222222,F,Dunham
4438,278.01458333,-1.1825,E,Dunham
4439,278.01541666,-2.525277777,E,Dunham
4440,278.02,-2.523888888,D,Dunham
4441,278.02583333,-2.290277777,D,Dunham
4442,278.03,-2.157222222,E,Dunham
4443,278.03208333,-2.370277777,E,Dunham
4444,278.03375,-2.106666666,D,Dunham
4445,278.03583333,-2.088611111,E,Dunham
4446,278.03625,-1.903888888,D,Dunham
4447,278.03666666,-2.508055555,D,Dunham
4448,278.03708333,-2.445277777,E,Dunham
4449,278.03791666,-2.334166666,E,Dunham
4450,278.03833333,-2.457777777,E,Dunham
4451,278.03916666,-2.216944444,E,Dunham
4452,278.03916666,-2.134166666,E,Dunham
4453,278.03958333,-2.076388888,E,Dunham
4454,278.04041666,-1.5,E,Dunham
4455,278.045,-2.22,E,Dunham
4456,278.04833333,-2.347222222,D,Dunham
4457,278.04833333,-2.220833333,D,Dunham
4458,278.05041666,-1.426111111,E,Dunham
4459,278.05291666,-2.376944444,E,Dunham
4460,278.05458333,-1.958333333,P,Dunham
4461,278.0575,-1.644166666,E,Dunham
4462,278.05916666,-2.557222222,D,Dunham
4463,278.06208333,-2.326944444,E,Dunham
4464,278.0625,-2.405277777,E,Dunham
4465,278.06291666,-2.590277777,E,Dunham
4466,278.06291666,-2.581388888,P,Dunham
4467,278.06625,-2.578611111,F,Dunham
4468,278.06958333,-2.387777777,D,Dunham
4469,278.07083333,-2.498055555,D,Dunham
4470,278.07666666,-2.130555555,E,Dunham
4471,278.07708333,-2.200277777,E,Dunham
4472,278.07875,-1.880277777,D,Dunham
4473,278.08333333,-1.727777777,E,Dunham
4474,278.08416666,-2.355277777,E,Dunham
4475,278.08541666,-2.378611111,D,Dunham
4476,278.08958333,-2.214166666,E,Dunham
4477,278.08958333,-2.369444444,E,Dunham
4478,278.09041666,-1.732222222,E,Dunham
4479,278.09083333,-2.578888888,E,Dunham
4480,278.09708333,-2.480277777,E,Dunham
4481,278.09791666,-1.812222222,E,Dunham
4482,278.09833333,-2.578888888,E,Dunham
4483,278.10666666,-1.506666666,E,Dunham
4484,278.10833333,-2.505555555,D,Dunham
4485,278.11125,-2.696111111,D,Dunham
4486,278.11666666,-2.786944444,E,Dunham
4487,278.11666666,-2.295277777,E,Dunham
4488,278.11791666,-1.919722222,E,Dunham
4489,278.1225,-1.76,E,Dunham
4490,278.125,-2.070277777,E,Dunham
4491,278.12583333,-1.634166666,E,Dunham
4492,278.12708333,-2.490555555,E,Dunham
4493,278.12833333,-1.382222222,E,Dunham
4494,278.13208333,-2.272222222,D,Dunham
4495,278.13541666,-1.856666666,E,Dunham
4496,278.1375,-2.486111111,E,Dunham
4497,278.13875,-2.365555555,E,Dunham
4498,278.14,-2.805,E,Dunham
4499,278.14166666,-1.976666666,D,Dunham
4500,278.1425,-2.318055555,E,Dunham
4501,278.145,-1.611666666,E,Dunham
4502,278.14541666,-2.403055555,E,Dunham
4503,278.14583333,-2.389166666,E,Dunham
4504,278.14958333,-2.763055555,E,Dunham
4505,278.15,-2.09,E,Dunham
4506,278.15125,-2.766944444,D,Dunham
4507,278.15541666,-2.197222222,E,Dunham
4508,278.15583333,-2.845833333,F,Dunham
4509,278.15666666,-2.517222222,D,Dunham
4510,278.15875,-2.484722222,D,Dunham
4511,278.16083333,-2.313333333,E,Dunham
4512,278.1625,-2.603333333,E,Dunham
4513,278.16291666,-2.366666666,E,Dunham
4514,278.165,0.7919444444,E,Dunham
4515,278.16541666,-1.843888888,D,Dunham
4516,278.16625,-1.5025,E,Dunham
4517,278.16625,-1.445555555,E,Dunham
4518,278.17208333,-2.166111111,E,Dunham
4519,278.17666666,-2.798888888,D,Dunham
4520,278.18083333,-2.501666666,D,Dunham
4521,278.18416666,-2.423611111,E,Dunham
4522,278.18666666,0.6713888888,E,Dunham
4523,278.18791666,-2.365555555,E,Dunham
4524,278.19,-2.7825,P,Dunham
4525,278.19208333,0.6469444444,E,Dunham
4526,278.19416666,-2.256666666,E,Dunham
4527,278.195,-2.724166666,E,Dunham
4528,278.19916666,-2.661111111,D,Dunham
4529,278.20291666,-2.041111111,E,Dunham
4530,278.20416666,-1.655277777,E,Dunham
4531,278.20458333,-1.883888888,E,Dunham
4532,278.2075,-2.528055555,D,Dunham
4533,278.20916666,-2.668333333,E,Dunham
4534,278.21375,-2.201388888,E,Dunham
4535,278.22041666,0.8025,E,Dunham
4536,278.22083333,-1.695555555,E,Dunham
4537,278.22208333,-1.706111111,E,Dunham
4538,278.22208333,-2.384166666,E,Dunham
4539,278.2225,-2.290555555,E,Dunham
4540,278.225,-2.785277777,D,Dunham
4541,278.2275,-2.743055555,E,Dunham
4542,278.22875,0.67,E,Dunham
4543,278.23541666,-2.750833333,D,Dunham
4544,278.23791666,-2.754444444,D,Dunham
4545,278.23916666,-2.759444444,E,Dunham
4546,278.23958333,-1.618888888,E,Dunham
4547,278.24,-2.5775,D,Dunham
4548,278.24166666,-1.3175,E,Dunham
4549,278.24208333,-2.578611111,E,Dunham
4550,278.25166666,-2.831388888,E,Dunham
4551,278.25375,-1.344444444,E,Dunham
4552,278.25416666,-2.695277777,E,Dunham
4553,278.25708333,-2.648333333,E,Dunham
4554,278.26333333,-1.952777777,E,Dunham
4555,278.26333333,-2.733888888,D,Dunham
4556,278.26416666,-2.145,P,Dunham
4557,278.26541666,-1.678611111,E,Dunham
4558,278.26583333,-2.613888888,E,Dunham
4559,278.26666666,-2.014444444,E,Dunham
4560,278.26916666,0.8191666666,E,Dunham
4561,278.27416666,-2.736111111,D,Dunham
4562,278.27416666,-2.852222222,E,Dunham
4563,278.275,-2.169166666,E,Dunham
4564,278.27583333,-2.778333333,E,Dunham
4565,278.27666666,-2.484722222,E,Dunham
4566,278.27833333,-1.609722222,E,Dunham
4567,278.28,-2.562777777,E,Dunham
4568,278.29125,-1.483055555,E,Dunham
4569,278.29416666,-2.588055555,E,Dunham
4570,278.2975,-2.8475,E,Dunham
4571,278.3,-1.635,E,Dunham
4572,278.30083333,-2.834444444,E,Dunham
4573,278.30166666,-1.156388888,E,Dunham
4574,278.30541666,0.7397222222,E,Dunham
4575,278.31083333,-2.686111111,E,Dunham
4576,278.31083333,-2.715,E,Dunham
4577,278.31958333,-2.395,E,Dunham
4578,278.3225,-2.606944444,E,Dunham
4579,278.3275,-2.650555555,E,Dunham
4580,278.32833333,-2.595277777,E,Dunham
4581,278.33125,-1.536111111,E,Dunham
4582,278.33333333,-1.534722222,E,Dunham
4583,278.335,0.7661111111,E,Dunham
4584,278.33666666,-2.799166666,E,Dunham
4585,278.3375,-2.388333333,E,Dunham
4586,278.33791666,-2.9225,E,Dunham
4587,278.34833333,-1.469722222,E,Dunham
4588,278.34875,0.6783333333,P,Dunham
4589,278.35041666,0.6766666666,P,Dunham
